export_time,method,rmse,mae,r2
2025-11-22 12:33:02.334938,Adam,4.1742224360873275,1.2249193603585895,0.8865264136961843
2025-11-22 12:33:02.334938,AdamW,4.160959111019645,1.2275779555681259,0.8872463781950595
2025-11-22 12:33:02.334938,RMSProp,4.032313212814906,1.1944652491753847,0.8941106889815624
2025-11-22 12:33:02.334938,RAdam,4.272134790030049,1.2699789416413796,0.8811406097302683
2025-11-22 12:33:02.334938,ADAM with anmesia,4.285301375616738,1.349577845103628,0.8804068389062389
