export_time,method,rmse,mae,r2
2026-04-21 21:50:55.331182,Percentile (train),240.69434024291343,9.204551234213653,-378.8509286450585
2026-04-24 12:02:48.019736,Percentile (train),240.69434024291343,9.204551234213653,-378.8509286450585
