export_time,method,rmse,mae,r2
2026-04-21 22:19:05.469566,Adam-WD (train),5.138165199659825,1.6545795857639924,0.8280668056336237
2026-04-21 22:19:26.977764,Adam-WD (train),5.138165199659825,1.6545795857639924,0.8280668056336237
2026-04-24 12:03:48.982700,Adam-WD (train),5.138165199659825,1.6545795857639924,0.8280668056336237
2026-04-24 13:09:48.513209,Adam-WD (train),5.138165199659825,1.6545795857639924,0.8280668056336237
2026-04-24 13:33:11.470214,Adam-WD (train),5.169635010547064,1.5995046072304613,0.8250923386408786
