,Q_bar,P_bar,T_bar,H_bar
2010-10-30 10:00:00,1.7023499999999998,0.0,3.765624999999993,148.58333333333334
2010-10-30 11:00:00,1.7023499999999998,0.0,3.7942708333333264,148.54166666666666
2010-10-30 12:00:00,1.8721,0.0,3.82291666666666,148.5
2010-10-30 13:00:00,1.6274000000000002,0.0,3.851562499999993,148.45833333333334
2010-10-30 14:00:00,1.6274000000000002,0.0,3.8802083333333264,148.41666666666666
2010-10-30 15:00:00,1.6274000000000002,0.0,3.90885416666666,148.375
2010-10-30 16:00:00,1.7023499999999998,0.0,3.937499999999993,148.33333333333334
2010-10-30 17:00:00,1.6274000000000002,0.0,3.9661458333333264,148.29166666666666
2010-10-30 18:00:00,1.6274000000000002,0.0,3.99479166666666,148.25
2010-10-30 19:00:00,1.6274000000000002,0.0,4.023437499999993,148.20833333333334
2010-10-30 20:00:00,1.6274000000000002,0.0,4.052083333333327,148.16666666666666
2010-10-30 21:00:00,1.6274000000000002,0.0,4.08072916666666,148.125
2010-10-30 22:00:00,1.6274000000000002,0.0,4.109374999999993,148.08333333333334
2010-10-30 23:00:00,1.7023499999999998,0.0,4.138020833333327,148.04166666666666
2010-10-31 00:00:00,1.7023499999999998,0.0,4.16666666666666,148.0
2010-10-31 01:00:00,1.7023499999999998,0.0,4.1710069444444375,148.0
2010-10-31 02:00:00,1.7023499999999998,0.0,4.175347222222216,148.0
2010-10-31 03:00:00,1.7023499999999998,0.0,4.179687499999994,148.0
2010-10-31 04:00:00,1.7023499999999998,0.0,4.184027777777772,148.0
2010-10-31 05:00:00,1.7023499999999998,0.0,4.188368055555549,148.0
2010-10-31 06:00:00,1.7023499999999998,0.0,4.192708333333328,148.0
2010-10-31 07:00:00,1.7023499999999998,0.0,4.197048611111105,148.0
2010-10-31 08:00:00,1.7023499999999998,0.0,4.201388888888883,148.0
2010-10-31 09:00:00,1.7023499999999998,0.0,4.205729166666662,148.0
2010-10-31 10:00:00,1.7023499999999998,0.0,4.210069444444439,148.0
2010-10-31 11:00:00,1.6274000000000002,0.0,4.214409722222217,148.0
2010-10-31 12:00:00,1.6274000000000002,0.0,4.218749999999995,148.0
2010-10-31 13:00:00,1.6274000000000002,0.0,4.223090277777773,148.0
2010-10-31 14:00:00,1.6274000000000002,0.0,4.227430555555551,148.0
2010-10-31 15:00:00,1.6274000000000002,0.0,4.231770833333329,148.0
2010-10-31 16:00:00,1.6274000000000002,0.0,4.236111111111107,148.0
2010-10-31 17:00:00,1.6274000000000002,0.0,4.240451388888885,148.0
2010-10-31 18:00:00,1.6274000000000002,0.0,4.244791666666663,148.0
2010-10-31 19:00:00,1.6274000000000002,0.0,4.249131944444441,148.0
2010-10-31 20:00:00,1.6274000000000002,0.0,4.253472222222219,148.0
2010-10-31 21:00:00,1.6274000000000002,0.0,4.2578124999999964,148.0
2010-10-31 22:00:00,1.6274000000000002,0.0,4.262152777777774,148.0
2010-10-31 23:00:00,1.6274000000000002,0.0,4.266493055555553,148.0
2010-11-01 00:00:00,1.6274000000000002,0.0,4.27083333333333,148.0
2010-11-01 01:00:00,1.6274000000000002,0.0,4.315624999999997,148.0
2010-11-01 02:00:00,1.7023499999999998,0.0,4.360416666666664,148.0
2010-11-01 03:00:00,1.7023499999999998,0.0,4.405208333333331,148.0
2010-11-01 04:00:00,1.7023499999999998,0.0,4.449999999999997,148.0
2010-11-01 05:00:00,1.7023499999999998,0.0,4.494791666666663,148.0
2010-11-01 06:00:00,1.7023499999999998,0.0,4.53958333333333,148.0
2010-11-01 07:00:00,1.7023499999999998,0.0,4.584374999999997,148.0
2010-11-01 08:00:00,1.7023499999999998,0.0,4.629166666666664,148.0
2010-11-01 09:00:00,1.7023499999999998,0.0,4.67395833333333,148.0
2010-11-01 10:00:00,1.7023499999999998,0.0,4.7187499999999964,148.0
2010-11-01 11:00:00,1.6222309027777762,0.0,4.763541666666663,148.0
2010-11-01 12:00:00,1.620104166666665,0.0,4.80833333333333,148.0
2010-11-01 13:00:00,1.6179774305555537,0.0,4.853124999999997,148.0
2010-11-01 14:00:00,1.6158506944444424,0.0,4.897916666666664,148.0
2010-11-01 15:00:00,1.6137239583333312,0.0,4.94270833333333,148.0
2010-11-01 16:00:00,1.61159722222222,0.0,4.987499999999996,148.0
2010-11-01 17:00:00,1.6094704861111089,0.0,5.032291666666663,148.0
2010-11-01 18:00:00,1.6073437499999974,0.0,5.07708333333333,148.0
2010-11-01 19:00:00,1.6052170138888862,0.0,5.121874999999997,148.0
2010-11-01 20:00:00,1.603090277777775,0.0,5.166666666666663,148.0
2010-11-01 21:00:00,1.6009635416666637,0.0,5.211458333333329,148.0
2010-11-01 22:00:00,1.5988368055555524,0.0,5.256249999999996,148.0
2010-11-01 23:00:00,1.5967100694444412,0.0,5.301041666666663,148.0
2010-11-02 00:00:00,1.59458333333333,0.0,5.34583333333333,148.0
2010-11-02 01:00:00,1.5948871527777746,0.0583333333333333,5.352430555555552,148.0
2010-11-02 02:00:00,1.595190972222219,0.1166666666666666,5.359027777777774,148.0
2010-11-02 03:00:00,1.5954947916666635,0.175,5.365624999999996,148.0
2010-11-02 04:00:00,1.5957986111111082,0.2333333333333333,5.372222222222218,148.0
2010-11-02 05:00:00,1.596102430555553,0.2916666666666666,5.37881944444444,148.0
2010-11-02 06:00:00,1.5964062499999974,0.35,5.385416666666663,148.0
2010-11-02 07:00:00,1.596710069444442,0.4083333333333332,5.392013888888885,148.0
2010-11-02 08:00:00,1.5970138888888863,0.4666666666666666,5.398611111111107,148.0
2010-11-02 09:00:00,1.5973177083333312,0.5249999999999999,5.405208333333329,148.0
2010-11-02 10:00:00,1.5976215277777757,0.5833333333333333,5.411805555555551,148.0
2010-11-02 11:00:00,1.5979253472222203,0.6416666666666666,5.418402777777773,148.0
2010-11-02 12:00:00,1.5982291666666648,0.7,5.424999999999995,148.0
2010-11-02 13:00:00,1.5985329861111095,0.7583333333333333,5.431597222222217,148.0
2010-11-02 14:00:00,1.5988368055555542,0.8166666666666665,5.438194444444439,148.0
2010-11-02 15:00:00,1.7023499999999998,0.8749999999999999,5.444791666666661,148.0
2010-11-02 16:00:00,1.7023499999999998,0.9333333333333332,5.451388888888883,148.0
2010-11-02 17:00:00,1.5997482638888878,0.9916666666666666,5.457986111111105,148.0
2010-11-02 18:00:00,1.6000520833333325,1.0499999999999998,5.464583333333327,148.0
2010-11-02 19:00:00,1.600355902777777,1.1083333333333332,5.4711805555555495,148.0
2010-11-02 20:00:00,1.6006597222222216,1.1666666666666663,5.477777777777772,148.0
2010-11-02 21:00:00,1.600963541666666,1.225,5.484374999999994,148.0
2010-11-02 22:00:00,1.6012673611111108,1.2833333333333332,5.490972222222216,148.0
2010-11-02 23:00:00,1.6015711805555553,1.3416666666666666,5.497569444444438,148.0
2010-11-03 00:00:00,1.601875,1.4,5.50416666666666,148.0
2010-11-03 01:00:00,1.6058246527777775,1.3416666666666666,5.562847222222216,148.04166666666666
2010-11-03 02:00:00,1.609774305555555,1.2833333333333332,5.621527777777772,148.08333333333334
2010-11-03 03:00:00,1.6137239583333325,1.225,5.680208333333328,148.125
2010-11-03 04:00:00,1.61767361111111,1.1666666666666663,5.738888888888884,148.16666666666666
2010-11-03 05:00:00,1.6216232638888874,1.1083333333333334,5.79756944444444,148.20833333333334
2010-11-03 06:00:00,1.625572916666665,1.0499999999999998,5.856249999999995,148.25
2010-11-03 07:00:00,1.6274000000000002,0.9916666666666668,5.914930555555551,148.29166666666666
2010-11-03 08:00:00,1.6274000000000002,0.9333333333333332,5.973611111111107,148.33333333333334
2010-11-03 09:00:00,1.6274000000000002,0.875,6.032291666666662,148.375
2010-11-03 10:00:00,1.6274000000000002,0.8166666666666667,6.090972222222218,148.41666666666666
2010-11-03 11:00:00,1.6274000000000002,0.7583333333333333,6.149652777777774,148.45833333333334
2010-11-03 12:00:00,1.6274000000000002,0.7,6.20833333333333,148.5
2010-11-03 13:00:00,1.6274000000000002,0.6416666666666666,6.2670138888888856,148.54166666666666
